Time [s],Throughput [Mbps],Max SectorID,Max SNR[dB],Angle[deg],Active SectorID
8.5,0,8,8.2896,-90,1
8.6,0,8,8.30782,-90,4
8.7,0,8,9.20307,-90,4
8.8,0,8,10.113,-90,4
8.9,0,8,11.0157,-90,4
9,0,8,11.9072,-90,4
9.1,0,8,12.7825,-90,4
9.2,0,8,13.636,-90,4
9.3,0,8,14.4611,-90,4
9.4,0,8,15.25,-90,4
9.5,0,8,15.994,-90,4
9.6,0,8,16.6827,-90,4
9.7,0,8,17.3044,-90,4
9.8,0,8,17.8453,-90,4
9.9,0,8,18.2898,-90,4
10,0,8,18.62,-90,4
10.1,0.67584,8,18.8156,-90,4
10.2,0,8,18.8533,-90,4
10.3,0,8,18.7069,-90,4
10.4,0,8,18.3471,-90,4
10.5,0,8,17.7408,-90,4
10.6,0,8,16.8518,-90,4
10.7,0,8,15.6398,-90,4
10.8,0,8,14.0615,-90,4
10.9,0,8,12.07,-90,4
11,0,8,9.61614,-90,4
11.1,58.055,8,6.64861,-90,4
11.2,0,8,3.11555,-90,8
11.3,0,8,-1.03413,-90,8
11.4,0,7,2.70395,-90,8
11.5,0,7,6.6854,-90,3
11.6,0,7,10.2043,-90,3
11.7,0,7,13.201,-90,3
11.8,0,7,15.621,-90,3
11.9,0,7,17.4183,-90,3
12,0,7,18.5572,-90,3
12.1,41.0458,7,19.0142,-90,3
12.2,105.376,7,18.78,-90,3
12.3,99.9699,7,17.8594,-90,3
12.4,99.9699,7,16.2713,-90,3
12.5,99.8541,7,14.0477,-90,3
12.6,100.202,7,11.2316,-90,3
12.7,98.441,7,7.87501,-90,3
12.8,52.4986,7,7.78642,-90,1
12.9,0,7,3.93676,-90,3
13,0,7,-0.222979,-90,3
13.1,0,6,1.84563,-90,2
13.2,0,6,5.57227,-90,2
13.3,0,6,8.71671,-90,2
13.4,0,6,11.3308,-90,2
13.5,0,6,13.466,-90,2
13.6,0,6,15.1725,-90,2
13.7,0,6,16.4978,-90,2
13.8,85.8374,6,17.4866,-90,2
13.9,33.1302,6,18.1802,-90,2
14,0,6,18.6156,-90,2
14.1,0,6,18.8275,-90,2
14.2,0,6,18.8561,-90,2
14.3,0,6,18.7222,-90,2
14.4,0,6,18.3768,-90,2
14.5,0,6,17.7872,-90,2
14.6,0,6,16.9173,-90,2
14.7,0,6,15.727,-90,2
14.8,0,6,14.1733,-90,2
14.9,104.256,6,12.2094,-90,2
15,99.9699,6,9.78636,-90,2
15.1,83.289,6,6.85282,-90,2
15.2,0,6,3.35725,-90,2
15.3,0,6,-0.75188,-90,2
15.4,0,7,2.44118,-90,3
15.5,0,7,6.44946,-90,3
15.6,0,7,9.99909,-90,3
15.7,0,7,13.0322,-90,3
15.8,0,7,15.4876,-90,3
15.9,0,7,17.325,-90,3
16,0,7,18.5058,-90,3
16.1,53.8656,7,19.0059,-90,3
16.2,31.0451,7,18.8148,-90,3
16.3,0,7,17.9367,-90,3
16.4,0,7,16.3896,-90,3
16.5,0,7,14.2046,-90,3
16.6,0,7,11.4241,-90,3
16.7,0,7,8.09955,-90,3
16.8,0,7,4.28902,-90,3
16.9,0,7,0.0543282,-90,3
17,0,8,1.5958,-90,1
17.1,0,8,1.67764,-90,1
17.2,0.112,8,5.35999,-90,2
17.3,0,8,8.53881,-90,4
17.4,0,8,11.1841,-90,4
17.5,0,8,13.3473,-90,4
17.6,0,8,15.0788,-90,4
17.7,0,8,16.4263,-90,4
17.8,0,8,17.4346,-90,4
17.9,0,8,18.145,-90,4
18,0,8,18.5955,-90,4
18.1,0,8,18.8203,-90,4
18.2,0,8,18.8593,-90,4
18.3,0,8,18.8593,-90,4
18.4,0,8,18.8593,-90,4
18.5,0,8,18.8593,-90,4
18.6,0,8,18.8593,-90,4
18.7,0,8,18.8593,-90,4
18.8,0,8,18.8593,-90,4
18.9,0,8,18.8593,-90,4
19,0,8,18.8593,-90,4
19.1,0,8,18.8593,-90,4
19.2,105.882,8,18.8593,-90,4
19.3,99.9661,8,18.8593,-90,4
19.4,100.09,8,18.8593,-90,4
19.5,83.984,8,18.8593,-90,4
19.6,0,8,18.8593,-90,4
19.7,0,8,18.8593,-90,4
19.8,0,8,18.8593,-90,4
19.9,0,8,18.8593,-90,4
20,0,8,18.8593,-90,4
20.1,0,8,18.8593,-90,4
20.2,0,8,18.8593,-90,4
20.3,0,8,18.8593,-90,4
20.4,0,8,18.8593,-90,4
20.5,52.823,8,18.8593,-90,4
20.6,100.433,8,18.8593,-90,4
20.7,57.5725,8,18.8593,-90,4
20.8,0,8,18.8593,-90,4
20.9,0,8,18.8593,-90,4
21,0,8,18.8593,-90,4
21.1,0,8,18.8593,-90,4
21.2,0,8,18.8593,-90,4
21.3,0,8,18.8593,-90,1
21.4,0,8,18.8593,-90,4
21.5,0,8,18.8593,-90,4
21.6,0,8,18.8593,-90,4
21.7,79.4662,8,18.8593,-90,4
21.8,51.5488,8,18.8593,-90,4
21.9,0,8,18.8593,-90,4
22,0,8,18.8593,-90,4
22.1,0,8,18.8593,-90,4
22.2,0,8,18.8593,-90,4
22.3,0,8,18.8593,-90,4
22.4,0,8,18.8593,-90,4
22.5,0,8,18.8593,-90,4
22.6,0,8,18.8593,-90,4
22.7,0,8,18.8593,-90,4
22.8,85.6058,8,18.8593,-90,4
22.9,99.9699,8,18.8593,-90,4
23,99.9699,8,18.8593,-90,4
23.1,99.5066,8,18.8593,-90,4
23.2,100.549,8,18.8593,-90,4
23.3,0,8,18.8593,-90,4
23.4,0,8,18.8593,-90,4
23.5,0,8,18.8593,-90,4
23.6,0,8,18.8593,-90,4
23.7,0,8,18.8593,-90,4
23.8,0,8,18.8593,-90,4
23.9,0,8,18.8593,-90,4
24,0,8,18.8593,-90,4
24.1,0,8,18.8593,-90,4
24.2,0,8,18.8593,-90,4
24.3,136.923,8,18.8593,-90,4
24.4,19.2294,8,18.8593,-90,4
24.5,0,8,18.8593,-90,4
24.6,0,8,18.8593,-90,4
24.7,0,8,18.8593,-90,4
24.8,0,8,18.8593,-90,4
24.9,0,8,18.8593,-90,4
25,0,8,18.8593,-90,4
25.1,0,8,18.8593,-90,4
