Time [s],Throughput [Mbps],Max SectorID,Max SNR[dB],Angle[deg],Active SectorID
16,0,8,18.8593,-45,8
16.1,0,8,18.8593,-45,8
16.2,0,8,18.8593,-45,8
16.3,0,8,18.8593,-45,8
16.4,0,8,18.8593,-45,8
16.5,0,8,18.8593,-45,8
16.6,0,8,18.8593,-45,8
16.7,0,8,18.8593,-45,8
16.8,0,8,18.8593,-45,8
16.9,0,8,18.8593,-45,8
17,0,8,18.8593,-45,1
17.1,0,8,18.8593,-45,4
17.2,0,8,18.8593,-45,4
17.3,0,8,18.8593,-45,4
17.4,0,8,18.8593,-45,4
17.5,0,8,18.8593,-45,4
17.6,0,8,18.8593,-45,4
17.7,0,8,18.8593,-45,4
17.8,0,8,18.8593,-45,4
17.9,0,8,18.8593,-45,4
18,0,8,18.8593,-45,4
18.1,4.17024,8,18.8593,-45,4
18.2,99.8541,8,18.8593,-45,4
18.3,99.9699,8,18.8593,-45,4
18.4,100.202,8,18.8593,-45,4
18.5,99.9699,8,18.8593,-45,4
18.6,99.8541,8,18.8593,-45,4
18.7,100.202,8,18.8593,-45,4
18.8,99.7382,8,18.8593,-45,4
18.9,100.202,8,18.8593,-45,4
19,99.7382,8,18.8593,-45,4
19.1,100.202,8,18.8593,-45,4
19.2,99.9699,8,18.8593,-45,4
19.3,99.9699,8,18.8593,-45,4
19.4,99.9699,8,18.8593,-45,4
19.5,100.086,8,18.8593,-45,4
19.6,99.9699,8,18.8593,-45,4
19.7,99.9699,8,18.8593,-45,4
19.8,99.9699,8,18.8593,-45,4
19.9,99.9699,8,18.8593,-45,4
20,100.202,8,18.8593,-45,4
20.1,99.9699,8,18.8593,-45,4
20.2,99.9699,8,18.8593,-45,4
20.3,99.9699,8,18.8593,-45,4
20.4,99.8541,8,18.8593,-45,4
20.5,100.202,8,18.8593,-45,4
20.6,99.9699,8,18.8593,-45,4
20.7,99.9699,8,18.8593,-45,4
20.8,99.9699,8,18.8593,-45,4
20.9,99.9699,8,18.8593,-45,4
21,99.9699,8,18.8593,-45,4
21.1,100.202,8,18.8593,-45,4
21.2,99.8541,8,18.8593,-45,4
21.3,99.2749,8,18.8593,-45,1
21.4,100.665,8,18.8593,-45,4
21.5,99.9699,8,18.8593,-45,4
21.6,100.086,8,18.8593,-45,4
21.7,99.9699,8,18.8593,-45,4
21.8,99.9699,8,18.8593,-45,4
21.9,100.086,8,18.8593,-45,4
22,99.9699,8,18.8593,-45,4
22.1,100.086,8,18.8593,-45,4
22.2,99.9699,8,18.8593,-45,4
22.3,100.086,8,18.8593,-45,4
22.4,99.8541,8,18.8593,-45,4
22.5,99.9699,8,18.8593,-45,4
22.6,100.086,8,18.8593,-45,4
22.7,100.086,8,18.8593,-45,4
22.8,99.7382,8,18.8593,-45,4
22.9,100.202,8,18.8593,-45,4
23,99.8541,8,18.8593,-45,4
23.1,99.9699,8,18.8593,-45,4
23.2,92.0928,8,18.8593,-45,4
23.3,100.086,8,18.8593,-45,4
23.4,99.9699,8,18.8593,-45,4
23.5,83.8682,8,18.8593,-45,4
23.6,99.8541,8,18.8593,-45,4
23.7,100.086,8,18.8593,-45,4
23.8,100.086,8,18.8593,-45,4
23.9,99.9699,8,18.8593,-45,4
24,99.8541,8,18.8593,-45,4
24.1,99.9699,8,18.8593,-45,4
24.2,100.086,8,18.8593,-45,4
24.3,99.8541,8,18.8593,-45,4
24.4,100.202,8,18.8593,-45,4
24.5,99.8541,8,18.8593,-45,4
24.6,99.9699,8,18.8593,-45,4
24.7,99.9699,8,18.8593,-45,4
24.8,100.202,8,18.8593,-45,4
24.9,99.8541,8,18.8593,-45,4
25,99.8541,8,18.8593,-45,4
25.1,0,8,18.8593,-45,4
