Time [s],Throughput [Mbps],Max SectorID,Max SNR[dB],Angle[deg],Active SectorID
0.1,0,6,18.26,-135,2
0.2,0,6,18.26,-135,2
0.3,0,6,18.26,-135,2
0.4,0,6,18.26,-135,2
0.5,0,6,18.26,-135,2
0.6,0,6,18.26,-135,2
0.7,0,6,18.26,-135,2
0.8,0,6,18.26,-135,2
0.9,0,6,18.26,-135,2
1,0,6,18.26,-135,2
1.1,0,6,18.26,-135,2
1.2,0,6,18.26,-135,2
1.3,0,6,18.26,-135,2
1.4,0,6,18.26,-135,2
1.5,0,6,18.26,-135,2
1.6,0,6,18.26,-135,2
1.7,0,6,18.26,-135,2
1.8,0,6,18.26,-135,2
1.9,0,6,18.26,-135,2
2,0,6,18.26,-135,2
2.1,99.6224,6,18.26,-135,2
2.2,100.202,6,18.26,-135,2
2.3,99.9699,6,18.26,-135,2
2.4,99.9699,6,18.26,-135,2
2.5,100.086,6,18.26,-135,2
2.6,99.9699,6,18.26,-135,2
2.7,100.086,6,18.26,-135,2
2.8,99.9699,6,18.26,-135,2
2.9,99.9699,6,18.26,-135,2
3,99.9699,6,18.26,-135,2
3.1,76.6861,6,18.26,-135,2
3.2,0,6,18.26,-135,2
3.3,0,6,18.26,-135,2
3.4,0,6,18.26,-135,2
3.5,75.8752,6,18.26,-135,2
3.6,99.9699,6,18.26,-135,2
3.7,99.8541,6,18.26,-135,2
3.8,100.086,6,18.26,-135,2
3.9,99.9699,6,18.26,-135,2
4,100.086,6,18.26,-135,2
4.1,99.9699,6,18.26,-135,2
4.2,98.3482,6,18.26,-135,1
4.3,101.592,6,18.26,-135,2
4.4,100.086,6,18.26,-135,2
4.5,99.9699,6,18.26,-135,2
4.6,99.9699,6,18.26,-135,2
4.7,100.086,6,18.26,-135,2
4.8,48.3053,6,18.26,-135,2
4.9,0,6,18.26,-135,2
5,0,6,18.26,-135,2
5.1,0,6,18.26,-135,2
5.2,105.299,6,18.26,-135,2
5.3,99.9699,6,18.26,-135,2
5.4,100.086,6,18.26,-135,2
5.5,100.086,6,18.26,-135,2
5.6,99.8541,6,18.26,-135,2
5.7,100.202,6,18.26,-135,2
5.8,99.8541,6,18.26,-135,2
5.9,99.9699,6,18.26,-135,2
6,99.7382,6,18.26,-135,2
6.1,100.202,6,18.26,-135,2
6.2,100.086,6,18.26,-135,2
6.3,99.9699,6,18.26,-135,2
6.4,99.9699,6,18.26,-135,2
6.5,100.086,6,18.26,-135,2
6.6,99.8541,6,18.26,-135,2
6.7,100.202,6,18.26,-135,2
6.8,99.9699,6,18.26,-135,2
6.9,99.9699,6,18.26,-135,2
7,99.9699,6,18.26,-135,2
7.1,77.0336,6,18.26,-135,2
7.2,0,6,18.26,-135,2
7.3,0,6,18.26,-135,2
7.4,0,6,18.26,-135,2
